wordCount,sentenceCount,ratio,NN,NNP,VBZ,NNPS,NNS,IN,PRP,VB,JJ,VBP,VBG,error,output
113,7,16.142857142857142,25,5,5,1,4,6,3,4,6,3,1,7,3
116,8,14.5,22,8,6,0,7,5,0,3,11,1,1,27,3
51,2,25.5,16,3,3,0,1,2,1,0,3,0,1,12,2
61,4,15.25,9,2,2,0,1,7,6,1,6,3,0,18,1
94,7,13.428571428571429,27,4,3,0,5,1,1,5,8,1,6,10,2
160,13,12.307692307692308,17,11,12,0,14,4,4,4,18,2,3,28,4
164,10,16.4,26,6,4,0,11,4,6,1,14,3,1,36,4
230,9,25.555555555555557,44,18,13,0,13,2,9,3,8,4,3,70,4
149,9,16.555555555555557,27,8,9,0,7,2,4,4,11,1,1,32,3
176,12,14.666666666666666,32,16,11,0,9,7,2,1,21,1,1,33,4
94,5,18.8,19,8,6,0,3,5,5,0,7,2,1,18,1
99,8,12.375,27,2,4,0,3,4,7,1,4,1,1,11,2
130,8,16.25,32,3,4,0,3,8,9,6,8,1,3,14,3
176,13,13.538461538461538,38,1,5,0,13,6,7,3,17,3,5,26,3
17,1,17.0,3,1,0,0,1,0,1,0,3,1,0,2,1
75,3,25.0,6,23,3,0,4,4,1,3,11,0,0,24,2
158,6,26.333333333333332,35,5,6,0,4,7,7,6,17,5,3,25,3
154,8,19.25,21,12,1,0,6,5,3,1,14,2,6,46,3
109,9,12.11111111111111,23,7,1,0,5,4,4,1,5,4,0,30,3
42,6,7.0,8,2,0,0,3,0,2,1,8,0,4,4,1
99,6,16.5,17,1,2,0,11,5,4,2,12,9,1,14,2
169,5,33.8,27,12,6,1,13,4,4,4,9,3,3,30,4
75,7,10.714285714285714,15,2,0,0,3,2,1,0,6,1,6,11,3
28,2,14.0,8,0,2,0,1,0,1,0,3,0,0,2,1
59,7,8.428571428571429,9,0,1,0,2,2,3,1,6,4,5,4,2
60,2,30.0,12,1,6,0,2,3,6,0,6,0,0,12,2
118,5,23.6,26,6,7,0,8,2,2,3,10,3,4,14,3
76,5,15.2,12,9,3,0,3,6,3,1,5,0,1,15,2
216,17,12.705882352941176,42,5,7,0,16,5,9,5,19,2,5,29,4
108,2,54.0,16,11,1,0,9,3,5,2,13,5,1,23,2
69,5,13.8,12,3,3,0,6,5,4,2,8,1,2,4,2
110,6,18.333333333333332,27,2,2,0,5,6,1,3,9,4,4,27,2
66,5,13.2,11,3,4,0,4,2,3,2,6,3,1,8,2
81,5,16.2,14,11,1,0,4,3,4,3,5,2,1,15,2
212,10,21.2,48,12,10,1,14,8,4,4,22,3,7,51,4
284,10,28.4,50,26,14,0,20,8,6,4,24,4,1,78,4
37,3,12.333333333333334,7,0,0,0,2,1,5,2,1,2,1,4,1
164,11,14.909090909090908,34,10,5,1,8,5,3,3,10,3,5,32,3
161,10,16.1,32,3,1,0,14,5,3,4,14,4,6,19,4
66,5,13.2,12,6,5,0,2,3,2,2,4,0,4,11,1
58,3,19.333333333333332,10,2,1,1,3,3,3,1,5,2,1,9,1
151,7,21.571428571428573,34,8,2,0,12,6,2,2,9,3,1,39,4
63,6,10.5,15,5,1,0,2,2,1,2,3,1,0,8,2
132,9,14.666666666666666,25,4,3,0,6,8,16,4,10,6,3,6,3
37,3,12.333333333333334,8,5,0,0,2,1,0,2,5,1,0,9,2
119,6,19.833333333333332,17,21,4,0,5,3,5,2,6,3,0,40,2
132,9,14.666666666666666,22,10,4,0,8,6,7,1,3,3,1,32,3
147,7,21.0,28,9,1,0,7,5,8,1,9,2,3,28,3
78,8,9.75,18,2,7,0,7,3,3,0,4,1,0,6,2
97,8,12.125,22,1,3,0,9,4,0,1,8,2,0,15,2
62,4,15.5,10,6,5,0,3,4,3,0,6,0,0,4,2
22,1,22.0,6,5,0,0,0,1,0,0,2,1,1,5,1
93,7,13.285714285714286,21,7,2,0,8,6,2,4,3,2,1,13,3
68,5,13.6,11,8,2,0,4,4,0,0,7,1,0,16,2
28,2,14.0,8,0,2,0,1,1,2,0,2,0,0,1,1
127,8,15.875,31,2,6,0,6,5,4,2,9,1,6,16,3
149,9,16.555555555555557,27,20,3,0,7,4,5,1,9,4,2,47,3
52,4,13.0,13,0,3,0,2,2,2,2,3,2,1,1,2
142,8,17.75,26,8,3,0,6,4,5,7,14,6,1,27,3
66,4,16.5,12,0,2,0,1,5,6,3,2,4,0,7,0
130,8,16.25,34,0,0,0,2,4,8,4,8,2,3,19,3
155,9,17.22222222222222,28,2,5,0,12,7,9,4,11,0,6,18,4
191,8,23.875,35,14,5,0,19,6,5,2,17,4,2,41,3
77,3,25.666666666666668,16,1,3,0,4,3,5,1,2,3,2,14,2
217,16,13.5625,62,0,9,0,15,9,6,1,15,7,6,22,4
73,5,14.6,21,1,2,0,2,1,5,3,1,2,2,2,2
87,6,14.5,12,15,1,2,3,3,3,1,9,2,3,20,1
117,6,19.5,16,14,4,0,7,6,4,3,8,0,1,37,2
97,7,13.857142857142858,18,3,1,0,5,3,5,1,7,1,2,12,3
56,7,8.0,11,0,1,0,2,2,7,0,9,2,2,0,1
117,7,16.714285714285715,18,8,6,0,4,4,8,6,10,2,4,19,3
47,2,23.5,8,5,1,0,4,1,3,2,2,2,0,11,2
164,17,9.647058823529411,33,15,10,0,4,6,7,3,11,5,7,18,1
71,6,11.833333333333334,14,4,7,0,4,3,5,0,5,2,4,4,2
172,10,17.2,31,7,5,0,16,9,4,1,18,1,4,30,3
168,14,12.0,35,2,3,1,5,4,7,9,16,5,4,21,3
19,1,19.0,5,0,0,0,1,1,0,0,3,1,0,1,2
146,6,24.333333333333332,25,22,2,0,4,6,4,6,12,5,6,36,3
153,11,13.909090909090908,24,10,2,0,12,6,10,2,10,4,2,29,3
67,7,9.571428571428571,9,7,1,0,6,2,5,1,4,1,0,11,2
114,12,9.5,18,12,0,0,11,2,3,1,9,3,3,15,3
61,2,30.5,10,3,0,0,7,1,4,2,5,2,1,7,2
93,6,15.5,22,7,5,1,2,3,5,3,8,0,2,7,1
125,8,15.625,27,2,5,0,3,3,9,1,8,2,7,17,4
61,3,20.333333333333332,19,2,4,0,2,2,2,0,6,2,1,8,2
62,4,15.5,9,0,3,0,6,5,2,1,5,2,0,7,2
169,11,15.363636363636363,23,16,4,0,7,1,6,3,17,2,4,45,3
56,3,18.666666666666668,16,8,0,0,1,2,0,1,2,1,0,11,1
93,8,11.625,22,3,4,0,5,3,2,0,4,3,3,16,3
102,5,20.4,14,11,9,0,5,4,6,2,11,4,0,19,3
45,4,11.25,12,4,1,0,2,2,0,0,3,0,2,4,1
118,3,39.333333333333336,20,8,8,0,7,4,15,4,7,4,4,9,3
120,3,40.0,29,9,9,0,4,6,3,1,6,2,1,24,3
95,8,11.875,20,3,3,0,6,3,2,1,8,3,5,9,2
85,6,14.166666666666666,20,3,2,0,3,4,5,1,4,2,3,18,2
75,5,15.0,15,2,0,1,4,3,1,1,7,0,2,4,2
46,5,9.2,11,1,1,0,2,1,3,1,2,2,2,2,1
103,6,17.166666666666668,18,0,3,0,2,4,9,3,8,3,1,15,1
52,4,13.0,13,0,2,0,2,1,3,0,4,0,1,5,2
157,8,19.625,24,17,5,0,8,5,6,5,12,2,2,39,3
88,6,14.666666666666666,16,5,1,0,2,3,4,3,13,0,3,8,2
34,4,8.5,5,1,1,1,1,2,2,2,4,2,0,0,1
74,3,24.666666666666668,10,4,1,0,4,2,4,1,9,1,1,13,2
85,7,12.142857142857142,12,5,0,0,7,4,4,3,7,2,1,12,2
94,5,18.8,10,8,4,0,5,2,5,2,4,2,4,30,3
257,12,21.416666666666668,51,9,0,0,17,8,12,4,20,6,2,51,4
69,8,8.625,11,1,4,0,4,2,3,0,6,1,0,11,2
57,3,19.0,7,4,2,0,4,4,3,0,4,1,2,10,1
229,13,17.615384615384617,44,1,0,1,17,13,9,5,16,8,5,42,4
28,1,28.0,10,0,0,0,2,2,1,0,2,0,0,1,1
33,3,11.0,5,5,2,1,2,0,2,0,2,0,1,6,0
38,4,9.5,8,0,2,0,3,1,0,0,4,2,2,0,2
153,8,19.125,31,20,6,0,6,4,3,4,14,1,2,30,4
153,9,17.0,28,3,5,0,8,5,7,5,16,5,3,34,3
104,6,17.333333333333332,12,12,6,0,3,8,10,3,3,1,3,25,2
179,9,19.88888888888889,38,23,6,0,8,4,1,3,12,0,3,56,3
103,5,20.6,25,7,4,0,4,2,1,2,6,0,2,14,3
205,13,15.76923076923077,41,7,14,0,9,6,7,3,17,4,1,40,3
136,9,15.11111111111111,26,14,4,0,3,5,4,2,10,3,2,40,3
77,3,25.666666666666668,19,4,2,0,4,3,3,0,5,1,1,17,2
183,11,16.636363636363637,31,8,6,1,12,4,5,2,13,2,3,27,4
10,1,10.0,3,1,0,0,1,0,0,0,0,1,0,2,1
104,11,9.454545454545455,21,4,1,0,12,1,8,3,6,1,1,11,3
42,4,10.5,10,2,0,0,1,2,2,0,6,0,1,3,1
158,9,17.555555555555557,33,12,6,0,5,14,8,0,12,4,3,22,3
146,9,16.22222222222222,28,8,7,0,9,3,4,4,9,3,4,37,4
79,6,13.166666666666666,19,6,4,0,3,3,1,0,5,1,0,19,2
35,3,11.666666666666666,8,2,2,0,2,0,0,3,1,5,0,2,0
105,6,17.5,22,1,0,0,7,4,1,1,8,1,0,15,3
196,16,12.25,27,13,8,0,10,9,14,4,18,4,0,42,4
182,11,16.545454545454547,34,12,3,0,12,12,6,0,14,2,5,40,4
204,12,17.0,44,8,7,0,6,5,12,3,20,2,5,34,3
176,10,17.6,31,31,11,0,6,6,5,0,7,4,2,55,4
173,11,15.727272727272727,35,3,9,0,12,4,9,6,6,11,3,23,3
80,6,13.333333333333334,18,2,4,0,4,4,3,2,9,1,0,9,2
133,9,14.777777777777779,25,15,5,0,10,5,2,3,7,1,1,32,3
144,7,20.571428571428573,33,9,9,0,6,5,4,0,18,2,5,22,3
139,9,15.444444444444445,19,5,3,0,10,5,9,1,17,3,5,34,3
162,12,13.5,33,15,9,0,14,1,5,4,8,1,3,18,4
131,9,14.555555555555555,16,6,0,0,9,9,4,5,11,2,2,22,3
64,3,21.333333333333332,13,9,1,1,0,2,1,3,3,1,0,18,2
147,9,16.333333333333332,28,11,2,0,12,4,3,6,9,3,0,24,3
47,4,11.75,5,0,2,0,4,1,4,2,7,8,0,0,2
64,6,10.666666666666666,17,0,4,0,4,3,8,2,3,0,0,5,1
127,5,25.4,12,25,5,0,4,5,5,1,4,0,0,61,2
50,4,12.5,13,3,0,0,1,3,0,1,3,0,0,7,1
91,6,15.166666666666666,6,11,5,0,8,2,4,0,10,0,3,21,2
54,2,27.0,10,2,2,0,1,3,6,1,5,3,3,11,2
123,8,15.375,19,12,1,0,7,3,4,4,7,2,2,31,3
130,5,26.0,18,2,3,0,11,4,5,3,16,3,3,27,3
42,2,21.0,9,0,0,0,4,1,4,1,4,1,1,0,2
65,5,13.0,9,1,5,0,6,3,4,1,2,1,1,7,2
131,7,18.714285714285715,22,2,6,0,8,4,8,1,20,4,2,12,4
199,9,22.11111111111111,42,15,7,0,8,6,11,3,12,2,3,42,4
67,7,9.571428571428571,11,6,5,0,5,5,3,0,5,1,1,11,2
99,6,16.5,21,8,8,0,5,5,4,2,6,0,2,14,2
85,6,14.166666666666666,14,0,3,0,6,6,7,1,5,2,0,3,2
69,6,11.5,15,0,2,0,4,7,2,1,9,0,4,3,2
147,10,14.7,32,10,2,0,7,5,11,4,8,3,3,20,4
65,5,13.0,18,1,0,0,3,5,1,2,2,0,3,0,2
120,6,20.0,19,8,8,0,4,5,8,4,12,5,3,25,3
48,5,9.6,9,0,5,0,2,2,3,2,4,1,1,3,2
68,5,13.6,10,6,3,0,6,3,2,3,5,1,2,11,2
119,7,17.0,18,16,2,0,6,5,5,3,13,1,1,29,2
109,7,15.571428571428571,17,1,4,0,6,2,6,2,17,3,2,18,2
71,6,11.833333333333334,14,3,0,0,4,1,5,0,11,0,3,11,2
56,4,14.0,11,4,2,0,1,3,3,3,4,2,0,9,1
114,10,11.4,8,4,1,0,15,6,3,3,14,7,0,15,2
173,10,17.3,41,13,6,0,5,3,7,0,11,2,4,38,4
137,10,13.7,24,19,9,0,7,1,0,0,10,3,3,37,4
234,12,19.5,51,11,7,0,17,8,5,2,5,2,8,43,4
135,10,13.5,29,13,3,0,6,3,1,4,15,0,3,29,3
89,7,12.714285714285714,17,3,1,0,7,3,5,0,2,4,0,10,2
104,8,13.0,25,4,3,0,7,5,2,2,7,3,2,9,3
56,4,14.0,12,0,2,0,2,0,7,1,7,4,2,2,2
48,3,16.0,11,9,2,0,1,1,1,0,0,1,2,13,1
101,5,20.2,21,11,2,0,7,3,0,2,14,1,5,27,3
54,4,13.5,9,0,1,0,5,1,1,0,7,1,1,9,2
113,6,18.833333333333332,17,4,2,0,9,8,7,1,6,7,3,16,2
15,1,15.0,6,0,0,0,0,1,0,0,0,0,1,0,0
160,8,20.0,42,5,6,0,10,3,5,1,14,1,5,17,3
76,5,15.2,16,4,4,0,6,2,1,0,7,1,4,12,2
149,6,24.833333333333332,30,12,2,0,9,7,3,1,7,4,3,42,3
97,6,16.166666666666668,22,3,2,0,2,2,5,1,7,1,0,21,2
94,5,18.8,19,0,1,0,7,5,4,0,7,2,5,15,2
147,8,18.375,27,3,12,0,9,4,10,6,17,0,2,7,4
48,3,16.0,6,8,0,0,2,1,4,0,7,1,0,12,2
190,15,12.666666666666666,33,2,8,1,13,10,9,1,15,2,2,32,4
138,6,23.0,23,20,0,1,8,5,4,0,7,4,3,29,3
202,15,13.466666666666667,20,20,11,0,17,5,11,1,15,4,3,47,4
144,11,13.090909090909092,37,14,4,0,5,3,5,5,12,2,3,25,3
48,2,24.0,7,5,0,0,2,1,3,3,1,3,2,11,2
83,7,11.857142857142858,22,5,1,0,0,5,7,1,7,0,1,14,2
66,5,13.2,12,2,0,0,5,2,6,2,5,1,3,5,2
134,5,26.8,21,6,3,0,12,4,7,2,10,2,5,29,3
107,8,13.375,14,16,5,0,5,5,5,3,3,2,0,30,3
58,4,14.5,9,2,1,0,2,0,1,3,4,2,2,6,2
93,5,18.6,16,6,3,0,8,2,4,2,4,3,1,21,3
56,5,11.2,13,5,2,0,5,1,2,0,4,1,3,9,2
66,3,22.0,16,2,1,0,2,3,4,0,4,3,0,6,2
14,1,14.0,3,0,1,0,2,0,0,1,1,1,0,1,0
102,8,12.75,17,5,1,1,5,3,3,2,6,2,2,26,2
95,5,19.0,13,6,2,0,5,1,6,1,9,2,2,15,2
91,8,11.375,13,9,3,0,9,4,1,0,7,1,2,19,2
173,10,17.3,33,12,8,0,5,5,3,4,8,2,2,51,3
159,8,19.875,27,3,4,0,14,9,7,4,8,5,3,35,4
52,1,52.0,14,0,1,0,1,1,2,4,4,0,1,5,2
82,3,27.333333333333332,11,5,1,0,5,3,6,1,5,1,0,19,2
37,2,18.5,5,7,0,0,2,3,3,0,1,1,1,14,1
103,7,14.714285714285714,18,5,9,0,4,6,5,2,7,3,3,24,3
75,8,9.375,8,6,0,1,8,2,5,3,4,1,0,5,1
160,9,17.77777777777778,37,11,5,0,11,6,1,5,10,3,0,29,4
209,13,16.076923076923077,27,18,3,0,17,7,12,2,17,6,4,52,4
145,10,14.5,32,6,0,1,8,8,5,5,9,3,2,21,4
134,8,16.75,28,7,5,0,7,5,2,4,12,1,1,25,3
99,7,14.142857142857142,17,3,1,1,9,3,4,3,13,4,1,8,3
36,4,9.0,9,2,0,0,3,2,3,2,2,1,0,0,1
128,12,10.666666666666666,28,4,4,0,7,4,3,3,6,3,1,14,2
110,9,12.222222222222221,9,4,4,0,8,3,6,6,9,2,2,22,1
176,8,22.0,31,7,3,0,10,5,10,7,16,2,1,29,4
48,4,12.0,15,4,4,0,2,3,1,1,1,0,1,2,2
71,5,14.2,12,3,1,0,5,2,1,2,3,3,4,9,2
118,11,10.727272727272727,28,3,1,0,5,4,6,1,5,2,1,21,3
99,5,19.8,17,3,6,0,9,2,0,0,9,1,2,21,3
116,9,12.88888888888889,21,8,6,0,3,7,7,0,9,4,1,24,3
92,7,13.142857142857142,10,9,0,1,3,5,3,2,14,1,2,12,2
32,1,32.0,7,1,1,0,1,0,0,1,5,1,1,6,1
178,13,13.692307692307692,32,13,3,0,8,10,7,5,7,3,5,42,4
133,8,16.625,30,9,5,0,1,4,2,1,16,3,1,36,2
69,5,13.8,14,10,1,0,2,2,3,2,9,1,3,11,2
38,2,19.0,3,8,2,0,2,3,3,0,2,2,0,9,1
121,10,12.1,22,6,2,0,10,4,4,1,12,3,2,21,3
96,7,13.714285714285714,25,4,1,0,2,1,1,0,10,1,0,22,3
132,6,22.0,20,11,4,0,12,4,3,2,7,3,5,24,3
28,2,14.0,5,3,3,0,0,0,1,1,2,0,2,2,1
186,12,15.5,30,18,7,0,15,8,5,4,13,1,1,32,4
77,7,11.0,14,3,2,0,4,3,3,0,7,3,0,10,2
130,9,14.444444444444445,20,16,6,1,6,3,4,6,10,2,2,26,1
83,9,9.222222222222221,18,2,2,0,5,0,4,3,12,2,3,7,2
44,4,11.0,10,0,0,0,2,0,2,1,2,1,2,5,2
25,3,8.333333333333334,5,1,2,0,2,0,0,0,3,2,1,3,1
94,6,15.666666666666666,15,9,1,0,7,3,1,2,7,2,0,26,2
105,5,21.0,21,7,3,0,4,1,6,3,6,2,2,32,2
192,10,19.2,40,18,2,2,9,11,1,2,10,0,2,35,4
147,8,18.375,26,6,2,0,10,9,3,7,9,2,6,24,4
96,6,16.0,17,4,1,0,2,2,10,4,8,0,3,8,1
112,7,16.0,25,7,8,0,8,2,3,0,11,2,4,13,3
192,8,24.0,45,11,8,0,11,4,5,2,14,4,1,41,4
169,12,14.083333333333334,38,11,5,0,3,5,5,0,15,1,4,43,3
121,6,20.166666666666668,24,14,7,0,7,3,5,6,12,7,1,29,2
117,6,19.5,24,18,3,0,3,4,6,0,5,4,0,31,2
57,5,11.4,7,7,2,1,1,1,3,4,5,0,0,2,1
127,10,12.7,21,8,2,1,9,2,2,2,9,2,2,23,2
51,4,12.75,11,0,4,0,4,2,2,1,7,0,4,3,2
167,14,11.928571428571429,24,17,0,0,10,7,11,7,14,4,0,28,4
90,7,12.857142857142858,20,0,6,0,9,4,4,1,0,1,2,9,2
59,5,11.8,15,4,2,0,8,2,0,0,3,0,2,2,2
88,5,17.6,18,8,6,0,5,3,2,0,5,1,0,16,2
111,7,15.857142857142858,25,3,2,0,6,10,6,2,7,2,4,17,2
114,7,16.285714285714285,20,11,4,0,7,4,3,3,6,1,1,25,3
119,9,13.222222222222221,21,5,2,1,9,4,11,4,7,9,2,14,2
34,2,17.0,7,0,1,0,4,0,1,1,2,0,1,4,1
160,9,17.77777777777778,28,17,5,0,9,3,4,2,13,2,3,43,4
301,18,16.72222222222222,53,33,11,0,21,7,9,4,18,6,7,86,4
60,6,10.0,20,1,1,0,0,2,2,1,2,0,2,10,2
111,7,15.857142857142858,24,4,0,1,6,4,6,1,6,3,3,19,3
166,9,18.444444444444443,31,17,6,0,9,8,4,1,17,4,2,44,4
50,3,16.666666666666668,11,1,0,0,1,1,2,1,4,0,1,12,2
127,7,18.142857142857142,21,17,3,0,8,3,2,3,9,0,1,34,2
104,6,17.333333333333332,21,8,1,0,6,7,1,2,3,0,1,13,2
180,14,12.857142857142858,44,4,12,0,7,4,5,3,13,1,6,23,4
15,1,15.0,4,4,0,0,0,0,0,1,1,0,0,6,1
84,5,16.8,10,6,4,0,8,5,4,2,8,5,1,16,2
114,10,11.4,22,2,3,0,4,3,5,5,10,2,3,13,2
133,9,14.777777777777779,24,13,2,0,11,6,5,2,8,3,0,31,3
79,8,9.875,13,2,4,2,7,0,6,3,9,0,0,6,2
88,6,14.666666666666666,18,2,6,0,4,4,4,2,9,1,2,7,2
138,11,12.545454545454545,28,10,5,0,5,5,0,0,5,0,5,28,3
217,16,13.5625,44,13,10,1,11,7,11,7,13,4,1,40,4
137,7,19.571428571428573,29,15,7,0,6,6,5,1,11,2,1,31,4
76,4,19.0,19,4,2,1,2,1,1,2,4,1,1,11,2
199,10,19.9,32,31,8,0,10,7,2,3,12,2,5,66,4
130,9,14.444444444444445,20,4,5,0,6,3,7,8,10,0,3,13,4
84,5,16.8,17,2,0,0,3,5,6,2,5,4,0,6,3
72,6,12.0,21,4,4,0,2,1,2,2,5,0,1,10,2
169,10,16.9,26,18,6,0,8,8,6,3,15,5,1,50,3
7,1,7.0,3,0,0,0,0,0,0,0,1,0,0,0,1
121,5,24.2,23,5,2,0,4,1,6,4,14,3,4,11,3
104,6,17.333333333333332,23,7,4,0,8,6,5,2,3,3,3,13,3
69,8,8.625,16,2,4,0,2,1,5,1,5,0,0,10,2
133,12,11.083333333333334,27,4,6,0,9,9,8,0,6,5,2,19,3
15,1,15.0,8,0,0,0,0,1,2,0,1,0,0,2,0
47,4,11.75,8,0,0,0,3,3,5,2,3,0,3,5,1
61,4,15.25,16,3,4,0,3,4,4,2,4,4,0,4,2
224,14,16.0,44,8,7,0,13,7,10,4,12,8,3,37,4
227,13,17.46153846153846,21,32,8,0,18,8,11,2,17,6,3,60,4
231,14,16.5,48,13,6,0,3,6,8,3,18,4,6,53,4
103,7,14.714285714285714,13,8,7,0,8,4,4,1,7,3,1,27,3
70,3,23.333333333333332,15,0,0,0,5,2,2,1,6,1,2,12,2
94,6,15.666666666666666,17,3,3,0,4,6,4,3,7,1,3,19,2
158,6,26.333333333333332,28,10,5,0,13,5,5,3,9,3,1,34,4
130,9,14.444444444444445,25,11,6,0,6,5,4,1,6,3,4,28,3
149,6,24.833333333333332,29,9,7,0,8,4,7,1,6,3,4,42,3
191,11,17.363636363636363,35,6,2,0,14,11,8,4,12,3,3,35,4
57,5,11.4,12,4,1,0,1,5,3,1,6,1,2,1,2
75,5,15.0,19,4,0,0,3,6,2,0,1,1,1,12,2
88,8,11.0,21,2,2,0,5,3,5,3,7,3,1,6,2
42,2,21.0,6,6,2,0,0,1,1,0,6,1,2,13,1
94,3,31.333333333333332,22,8,0,0,0,4,3,0,7,3,2,27,2
110,9,12.222222222222221,13,3,6,0,6,4,12,0,9,4,6,16,3
104,6,17.333333333333332,19,2,4,0,5,5,3,4,12,1,1,9,3
67,6,11.166666666666666,18,0,3,0,3,1,2,4,4,0,3,0,1
69,4,17.25,11,0,1,0,6,3,3,0,1,3,1,23,1
82,6,13.666666666666666,15,7,2,1,3,2,4,4,7,2,1,20,2
107,5,21.4,15,3,2,0,12,3,8,2,11,4,1,17,2
79,7,11.285714285714286,18,5,3,0,3,8,3,2,8,1,0,11,2
59,5,11.8,13,0,3,0,3,1,3,1,5,0,3,0,2
29,2,14.5,8,9,0,0,0,0,0,0,4,0,0,7,1
189,10,18.9,39,4,7,0,15,3,5,2,16,0,4,32,4
58,1,58.0,12,0,3,0,6,3,2,2,8,0,4,2,1
162,9,18.0,30,10,8,0,10,6,5,0,8,3,4,31,3
121,7,17.285714285714285,22,27,5,0,8,1,3,1,10,1,4,32,3
116,12,9.666666666666666,24,9,5,0,4,7,6,2,14,1,2,10,3
51,3,17.0,12,9,0,0,2,2,1,2,7,1,0,13,1
53,3,17.666666666666668,11,9,4,0,0,3,2,0,1,0,4,12,1
91,4,22.75,16,8,1,0,4,5,2,0,8,0,5,14,2
42,4,10.5,7,2,4,0,3,0,2,0,3,1,3,10,1
32,2,16.0,5,2,1,0,3,2,2,2,4,0,1,3,1
27,1,27.0,7,1,1,0,1,0,2,1,2,3,1,2,2
177,5,35.4,35,17,5,0,11,3,5,3,11,4,2,46,3
126,5,25.2,16,5,3,0,15,3,8,4,12,6,4,18,2
55,3,18.333333333333332,11,0,4,0,2,0,3,1,9,2,1,7,1
84,5,16.8,22,4,9,0,2,6,7,0,5,2,0,9,2
62,5,12.4,11,3,5,0,2,2,4,1,1,0,5,10,2
98,9,10.88888888888889,12,3,4,0,10,3,5,5,14,1,0,14,2
109,8,13.625,18,9,5,0,2,5,6,1,8,3,1,24,2
139,7,19.857142857142858,26,4,7,0,7,5,7,7,13,7,4,17,2
24,1,24.0,3,1,0,0,3,1,1,1,2,1,0,1,1
163,12,13.583333333333334,40,6,7,0,7,7,3,3,16,2,3,24,3
152,13,11.692307692307692,28,10,2,0,19,6,3,2,10,1,3,17,4
95,5,19.0,21,2,5,0,5,2,7,0,8,1,2,6,2
200,16,12.5,28,16,16,0,5,5,17,2,15,3,2,52,3
68,6,11.333333333333334,16,11,1,0,4,1,3,1,5,2,1,8,1
42,1,42.0,9,6,0,0,0,1,0,1,4,0,2,12,1
127,8,15.875,20,10,1,0,11,2,7,2,6,7,1,32,3
113,8,14.125,24,3,3,0,6,5,1,3,7,2,3,14,1
241,13,18.53846153846154,39,21,6,1,23,10,6,4,20,4,10,50,4
135,8,16.875,18,11,8,0,16,3,3,3,11,7,3,28,2
121,1,121.0,25,14,4,0,5,7,6,1,9,1,4,13,3
123,6,20.5,19,30,7,0,3,4,9,0,11,2,1,31,3
64,4,16.0,12,0,4,0,3,3,5,1,4,3,0,14,2
123,8,15.375,25,12,3,0,10,3,4,1,4,1,4,26,2
78,5,15.6,19,1,5,0,6,1,4,0,6,3,1,8,3
162,8,20.25,33,7,10,0,9,6,7,2,13,5,6,26,1
81,3,27.0,18,0,6,0,5,3,6,1,9,3,1,6,3
125,6,20.833333333333332,23,10,4,0,10,5,1,4,10,4,2,30,3
145,1,145.0,34,8,1,0,5,6,15,4,13,3,9,7,2
47,4,11.75,9,0,1,0,3,0,2,0,5,1,0,2,1
47,1,47.0,11,4,2,0,1,2,1,0,9,3,0,12,1
166,4,41.5,30,15,4,0,10,4,1,3,12,3,3,56,3
53,4,13.25,9,4,4,0,1,1,5,0,7,3,1,4,1
117,7,16.714285714285715,30,3,4,0,5,3,2,2,11,1,2,13,2
109,5,21.8,26,2,0,0,5,5,3,4,5,4,1,15,3
40,4,10.0,10,2,1,0,1,5,2,1,3,0,0,3,1
68,3,22.666666666666668,16,6,1,0,1,4,2,0,5,2,0,19,2
103,5,20.6,19,11,4,0,6,3,0,3,5,0,1,22,2
70,5,14.0,15,3,0,0,3,2,0,0,5,0,1,11,1
64,5,12.8,9,4,2,0,3,4,4,3,4,1,1,10,1
46,2,23.0,11,2,3,0,0,0,3,0,0,0,1,11,1
35,3,11.666666666666666,8,1,3,0,1,1,3,2,1,2,0,3,1
139,8,17.375,23,29,3,0,4,7,6,4,17,1,1,29,3
35,2,17.5,7,1,1,0,1,2,2,1,5,3,1,0,1
75,4,18.75,8,2,0,0,5,3,7,4,4,3,2,13,3
233,11,21.181818181818183,35,9,7,0,21,7,9,5,22,7,3,41,4
234,11,21.272727272727273,44,15,5,0,21,2,5,3,18,4,6,51,4
89,6,14.833333333333334,23,2,4,0,6,2,4,2,9,1,0,8,2
102,6,17.0,10,4,4,0,9,3,5,3,5,2,4,20,2
167,10,16.7,37,14,9,1,7,6,5,3,8,2,0,28,3
138,9,15.333333333333334,27,1,4,0,7,3,12,6,15,1,1,8,3
94,5,18.8,26,4,2,0,3,3,2,2,12,2,2,15,2
73,7,10.428571428571429,11,5,4,0,2,1,6,0,4,5,0,13,2
83,6,13.833333333333334,19,0,4,0,9,2,1,4,6,2,1,7,2
94,7,13.428571428571429,16,6,2,0,6,4,3,0,7,2,3,15,2
141,12,11.75,19,14,4,2,12,2,5,2,6,2,3,31,3
146,15,9.733333333333333,22,4,3,0,15,1,8,4,15,5,1,14,4
186,13,14.307692307692308,41,10,3,0,9,7,5,2,11,3,3,37,4
70,4,17.5,10,19,2,0,0,2,0,3,5,1,1,30,1
101,7,14.428571428571429,24,8,3,0,6,7,5,4,9,5,0,8,3
80,3,26.666666666666668,13,11,1,0,4,3,1,1,7,1,1,20,2
90,4,22.5,25,9,5,0,4,1,1,1,5,2,0,17,2
76,9,8.444444444444445,8,0,1,0,5,1,7,6,9,1,0,2,1
